,Company,Industry,Country,Market_Value,Sales,Profits,Assets,Rank,DBpedia_URI,Market_Value_class,Sales_class,Profits_class,Assets_class,Rank_class
180,China_Southern_Airlines,Airline,China,5.8,15.7,0.4,22.9,859,http://dbpedia.org/resource/China_Southern_Airlines,low,mid,mid,mid,mid
181,China_State_Construction,Construction_Services,China,16.9,76.7,2.2,79.9,206,http://dbpedia.org/resource/China_State_Construction,mid,high,mid,mid,low
182,China_Telecom,Telecommunications_services,China,42.0,44.9,2.4,87.4,139,http://dbpedia.org/resource/China_Telecom,high,high,mid,mid,low
183,China_Vanke,Real_Estate,China,18.9,15.5,2.0,60.3,314,http://dbpedia.org/resource/China_Vanke,mid,mid,mid,mid,low
184,China_Yangtze_Power,Electric_Utilities,China,19.4,3.3,1.2,25.2,740,http://dbpedia.org/resource/China_Yangtze_Power,mid,low,mid,mid,low
185,Citic_Securities,Investment_Services,China,23.1,2.2,0.7,27.0,798,http://dbpedia.org/resource/Citic_Securities,mid,low,mid,mid,mid
186,Country_Garden_Holdings,Real_Estate,China,8.2,6.6,1.1,21.9,783,http://dbpedia.org/resource/Country_Garden_Holdings,low,low,mid,mid,mid
187,CSR,Heavy_Equipment,China,9.9,14.1,0.6,16.8,710,http://dbpedia.org/resource/CSR,low,mid,mid,mid,low
188,Daqin_Railway,Railroads,China,18.7,7.2,1.9,14.9,635,http://dbpedia.org/resource/Daqin_Railway,mid,low,mid,mid,low
189,Datang_International_Power,Electric_Utilities,China,8.4,12.2,0.6,42.4,639,http://dbpedia.org/resource/Datang_International_Power,low,mid,mid,mid,low
190,Dongfang_Electric,Electrical_Equipment,China,4.7,6.0,0.3,12.6,1568,http://dbpedia.org/resource/Dongfang_Electric,low,low,mid,mid,high
191,Dongfeng_Motor_Group,Auto_&_Truck_Manufacturers,China,11.8,19.7,1.4,19.2,503,http://dbpedia.org/resource/Dongfeng_Motor_Group,mid,mid,mid,mid,low
192,Evergrande_Real_Estate,Real_Estate,China,6.9,10.3,1.5,31.1,648,http://dbpedia.org/resource/Evergrande_Real_Estate,low,mid,mid,mid,low
193,Fosun_International,Iron_&_Steel,China,4.1,8.2,0.6,26.0,1019,http://dbpedia.org/resource/Fosun_International,low,low,mid,mid,mid
194,GD_Power_Development,Electric_Utilities,China,8.0,8.0,0.6,29.2,799,http://dbpedia.org/resource/GD_Power_Development,low,low,mid,mid,mid
195,Great_Wall_Motor,Auto_&_Truck_Manufacturers,China,14.3,6.6,0.9,6.8,957,http://dbpedia.org/resource/Great_Wall_Motor,mid,low,mid,mid,mid
196,Gree_Electric_Appliances,Household_Appliances,China,13.5,13.3,0.8,13.5,668,http://dbpedia.org/resource/Gree_Electric_Appliances,mid,mid,mid,mid,low
197,Greentown_China_Holdings,Real_Estate,China,3.2,5.6,0.8,17.3,1191,http://dbpedia.org/resource/Greentown_China_Holdings,low,low,mid,mid,high
198,Guangzhou_R&F,Real_Estate,China,4.8,4.8,0.9,15.8,1197,http://dbpedia.org/resource/Guangzhou_R&F,low,low,mid,mid,high
199,Hainan_Airlines,Airline,China,4.5,4.4,0.3,14.9,1833,http://dbpedia.org/resource/Hainan_Airlines,low,low,mid,mid,high
200,Haitong_Securities,Investment_Services,China,16.7,1.6,0.5,20.3,969,http://dbpedia.org/resource/Haitong_Securities,mid,low,mid,mid,mid
201,Hebei_Iron_&_Steel,Iron_&_Steel,China,4.1,21.2,0.2,22.8,1177,http://dbpedia.org/resource/Hebei_Iron_&_Steel,low,mid,mid,mid,high
202,Hengan_International_Group,Household/Personal_Care,China,11.9,2.4,0.5,3.8,1447,http://dbpedia.org/resource/Hengan_International_Group,mid,low,mid,mid,high
203,Hikvision,Electronics,China,12.3,0.8,0.2,1.3,1948,http://dbpedia.org/resource/Hikvision,mid,low,mid,mid,high
204,Huadian_Power_International,Electric_Utilities,China,4.8,9.4,0.2,26.4,1288,http://dbpedia.org/resource/Huadian_Power_International,low,mid,mid,mid,high
205,Huaneng_Power_International,Electric_Utilities,China,14.9,21.1,0.9,41.2,404,http://dbpedia.org/resource/Huaneng_Power_International,mid,mid,mid,mid,low
206,Huaxia_Bank,Regional_Banks,China,11.5,10.5,1.5,197.2,407,http://dbpedia.org/resource/Huaxia_Bank,mid,mid,mid,high,low
207,Hunan_Valin_Steel,Iron_&_Steel,China,1.0,11.7,0.0,13.6,1544,http://dbpedia.org/resource/Hunan_Valin_Steel,low,mid,low,mid,high
208,Industrial_and_Commercial_Bank_of_China,Major_Banks,China,237.3,134.8,37.8,2813.5,1,http://dbpedia.org/resource/Industrial_and_Commercial_Bank_of_China,high,high,high,high,low
209,Industrial_Bank,Regional_Banks,China,38.2,18.7,4.1,382.3,142,http://dbpedia.org/resource/Industrial_Bank,high,mid,high,high,low
210,Jiangxi_Copper,Diversified_Metals_&_Mining,China,10.8,25.0,0.8,12.5,650,http://dbpedia.org/resource/Jiangxi_Copper,mid,mid,mid,mid,low
211,Kweichow_Moutai,Beverages,China,29.6,3.8,2.1,6.2,934,http://dbpedia.org/resource/Kweichow_Moutai,mid,low,mid,mid,mid
212,Lenovo_Group,Computer_Hardware,China,10.4,29.6,0.5,15.5,692,http://dbpedia.org/resource/Lenovo_Group,mid,mid,mid,mid,low
213,Luzhou_Laojiao,Beverages,China,6.6,1.3,0.5,1.9,1773,http://dbpedia.org/resource/Luzhou_Laojiao,low,low,mid,mid,high
214,Maanshan_Iron_&_Steel,Iron_&_Steel,China,2.3,11.8,-0.6,12.2,1610,http://dbpedia.org/resource/Maanshan_Iron_&_Steel,low,mid,low,mid,high
215,Minmetals_Development,Trading_Companies,China,2.6,25.7,0.1,7.6,1648,http://dbpedia.org/resource/Minmetals_Development,low,mid,low,mid,high
216,Netease,Computer_Services,China,6.8,1.3,0.6,3.1,1631,http://dbpedia.org/resource/Netease,low,low,mid,mid,high
217,People's_Insurance_Company,Property_&_Casualty_Insurance,China,24.4,41.3,1.1,110.5,226,http://dbpedia.org/resource/People's_Insurance_Company,mid,high,mid,mid,low
218,PetroChina,Oil_&_Gas_Operations,China,261.2,308.9,18.3,347.8,9,http://dbpedia.org/resource/PetroChina,high,high,high,high,low
219,Ping_An_Bank,Regional_Banks,China,18.3,13.2,2.2,257.3,283,http://dbpedia.org/resource/Ping_An_Bank,mid,mid,mid,high,low
220,Ping_An_Insurance_Group,Diversified_Insurance,China,57.0,51.1,3.2,456.2,83,http://dbpedia.org/resource/Ping_An_Insurance_Group,high,high,high,high,low
221,Poly_Real_Estate,Real_Estate,China,12.2,9.6,1.3,40.3,507,http://dbpedia.org/resource/Poly_Real_Estate,mid,mid,mid,mid,low
222,Qingdao_Haier,Household_Appliances,China,5.4,12.6,0.5,8.0,1218,http://dbpedia.org/resource/Qingdao_Haier,low,mid,mid,mid,high
223,SAIC_Motor,Auto_&_Truck_Manufacturers,China,26.7,75.0,3.3,48.1,167,http://dbpedia.org/resource/SAIC_Motor,mid,high,high,mid,low
224,Shanghai_Electric_Group,Heavy_Equipment,China,8.0,12.1,0.4,18.3,848,http://dbpedia.org/resource/Shanghai_Electric_Group,low,mid,mid,mid,mid
225,Shanghai_International_Port,Other_Transportation,China,9.8,4.5,0.8,13.3,1028,http://dbpedia.org/resource/Shanghai_International_Port,low,low,mid,mid,mid
226,Shimao_Property_Holdings,Real_Estate,China,5.9,4.5,0.9,19.2,1073,http://dbpedia.org/resource/Shimao_Property_Holdings,low,low,mid,mid,mid
227,Sinopharm_Group,Pharmaceuticals,China,8.0,21.5,0.3,12.8,952,http://dbpedia.org/resource/Sinopharm_Group,low,mid,mid,mid,mid
228,Suning_Appliance,Specialty_Stores,China,7.4,14.9,0.8,9.4,896,http://dbpedia.org/resource/Suning_Appliance,low,mid,mid,mid,mid
229,TCL_Corp,Consumer_Electronics,China,3.4,11.0,0.1,12.8,1613,http://dbpedia.org/resource/TCL_Corp,low,mid,low,mid,high
230,Tencent_Holdings,Computer_Services,China,65.0,7.0,2.0,12.1,591,http://dbpedia.org/resource/Tencent_Holdings,high,low,mid,mid,low
231,Tongling_Nonferrous_Metals,Diversified_Metals_&_Mining,China,3.9,12.2,0.1,5.9,1944,http://dbpedia.org/resource/Tongling_Nonferrous_Metals,low,mid,low,mid,high
232,Want_Want_China,Food_Processing,China,19.8,3.4,0.6,3.5,1227,http://dbpedia.org/resource/Want_Want_China,mid,low,mid,mid,high
233,Weichai_Power,Heavy_Equipment,China,7.0,7.6,0.5,10.6,1151,http://dbpedia.org/resource/Weichai_Power,low,low,mid,mid,high
234,Wuhan_Iron_&_Steel,Iron_&_Steel,China,4.5,16.1,0.2,15.5,1342,http://dbpedia.org/resource/Wuhan_Iron_&_Steel,low,mid,mid,mid,high
235,Wuliangye_Yibin,Beverages,China,14.7,3.0,1.0,5.9,1145,http://dbpedia.org/resource/Wuliangye_Yibin,mid,low,mid,mid,high
236,Yanzhou_Coal_Mining,Diversified_Metals_&_Mining,China,11.8,9.2,1.0,18.0,674,http://dbpedia.org/resource/Yanzhou_Coal_Mining,mid,mid,mid,mid,low
237,Zhongjin_Gold,Diversified_Metals_&_Mining,China,6.9,5.3,0.3,3.0,1847,http://dbpedia.org/resource/Zhongjin_Gold,low,low,mid,mid,high
238,Zijin_Mining_Group,Diversified_Metals_&_Mining,China,10.8,7.6,0.8,10.8,880,http://dbpedia.org/resource/Zijin_Mining_Group,mid,low,mid,mid,mid
239,ZTE,Communications_Equipment,China,6.5,13.3,-0.4,16.4,1165,http://dbpedia.org/resource/ZTE,low,mid,low,mid,high
240,Ecopetrol,Oil_&_Gas_Operations,Colombia,116.2,39.0,8.4,64.4,114,http://dbpedia.org/resource/Ecopetrol,high,high,high,mid,low
241,Grupo_Argos,Construction_Materials,Colombia,9.5,3.8,0.2,15.2,1594,http://dbpedia.org/resource/Grupo_Argos,low,low,mid,mid,high
242,Grupo_Aval,Investment_Services,Colombia,13.2,6.1,0.7,57.4,652,http://dbpedia.org/resource/Grupo_Aval,mid,low,mid,mid,low
243,CEZ_Group,Electric_Utilities,Czech_Republic,15.7,11.3,2.2,33.4,429,http://dbpedia.org/resource/CEZ_Group,mid,mid,mid,mid,low
244,Carlsberg,Beverages,Denmark,15.8,11.6,1.0,27.2,525,http://dbpedia.org/resource/Carlsberg,mid,mid,mid,mid,low
245,Coloplast,Medical_Equipment_&_Supplies,Denmark,11.4,1.9,0.4,1.8,1569,http://dbpedia.org/resource/Coloplast,mid,low,mid,mid,high
246,Danske_Bank,Major_Banks,Denmark,19.1,22.6,0.8,615.6,285,http://dbpedia.org/resource/Danske_Bank,mid,mid,mid,high,low
247,Jyske_Bank,Regional_Banks,Denmark,2.6,1.7,0.1,45.6,1737,http://dbpedia.org/resource/Jyske_Bank,low,low,low,mid,high
248,Novo_Nordisk,Pharmaceuticals,Denmark,95.0,13.8,3.8,11.2,439,http://dbpedia.org/resource/Novo_Nordisk,high,mid,high,mid,low
249,Novozymes,Biotechs,Denmark,11.0,2.0,0.4,2.6,1633,http://dbpedia.org/resource/Novozymes,mid,low,mid,mid,high
250,Sydbank,Regional_Banks,Denmark,1.6,1.1,0.1,27.0,1958,http://dbpedia.org/resource/Sydbank,low,low,low,mid,high
251,TDC,Telecommunications_services,Denmark,6.4,4.6,0.6,11.2,1312,http://dbpedia.org/resource/TDC,low,low,mid,mid,high
252,Vestas_Wind_Systems,Electrical_Equipment,Denmark,1.6,9.5,-1.3,9.0,1962,http://dbpedia.org/resource/Vestas_Wind_Systems,low,mid,low,mid,high
253,Commercial_International_Bank,Regional_Banks,Egypt,2.8,1.5,0.3,14.8,1966,http://dbpedia.org/resource/Commercial_International_Bank,low,low,mid,mid,high
254,Orascom_Construction,Construction_Services,Egypt,7.0,5.4,0.7,9.8,1222,http://dbpedia.org/resource/Orascom_Construction,low,low,mid,mid,high
255,Fortum,Electric_Utilities,Finland,17.6,8.1,1.9,32.3,480,http://dbpedia.org/resource/Fortum,mid,low,mid,mid,low
256,Kesko,Food_Retail,Finland,3.2,12.8,0.2,5.8,1919,http://dbpedia.org/resource/Kesko,low,mid,mid,mid,high
257,Kone,Construction_Services,Finland,20.5,8.3,0.8,6.5,849,http://dbpedia.org/resource/Kone,mid,low,mid,mid,mid
258,Metso,Other_Industrial_Equipment,Finland,6.3,9.9,0.5,8.5,1203,http://dbpedia.org/resource/Metso,low,mid,mid,mid,high
259,Neste_Oil,Oil_&_Gas_Operations,Finland,3.8,23.7,0.2,9.7,1524,http://dbpedia.org/resource/Neste_Oil,low,mid,mid,mid,high
260,Nokia,Communications_Equipment,Finland,12.5,39.8,-4.1,37.8,689,http://dbpedia.org/resource/Nokia,mid,high,low,mid,low
261,Nokian_Tyres,Auto_&_Truck_Parts,Finland,6.1,2.1,0.4,2.7,1883,http://dbpedia.org/resource/Nokian_Tyres,low,low,mid,mid,high
262,Pohjola_Bank,Regional_Banks,Finland,5.2,5.1,0.4,58.8,1101,http://dbpedia.org/resource/Pohjola_Bank,low,low,mid,mid,mid
263,Sampo,Diversified_Insurance,Finland,22.2,8.4,1.9,41.4,430,http://dbpedia.org/resource/Sampo,mid,low,mid,mid,low
264,Stora_Enso,Paper_&_Paper_Products,Finland,5.7,14.3,0.6,17.9,834,http://dbpedia.org/resource/Stora_Enso,low,mid,mid,mid,mid
265,UPM-Kymmene,Paper_&_Paper_Products,Finland,6.1,13.8,-1.7,16.1,1194,http://dbpedia.org/resource/UPM-Kymmene,low,mid,low,mid,high
266,Accor,Hotels_&_Motels,France,8.4,7.3,-0.8,10.0,1504,http://dbpedia.org/resource/Accor,low,low,low,mid,high
267,Air_France-KLM,Airline,France,3.1,33.8,-1.6,34.7,1035,http://dbpedia.org/resource/Air_France-KLM,low,high,low,mid,mid
268,Air_Liquide,Specialized_Chemicals,France,39.3,20.2,2.1,32.5,284,http://dbpedia.org/resource/Air_Liquide,high,mid,mid,mid,low
269,Alcatel-Lucent,Communications_Equipment,France,3.5,19.1,-1.8,28.2,1138,http://dbpedia.org/resource/Alcatel-Lucent,low,mid,low,mid,high
270,Alstom,Conglomerates,France,14.0,26.6,1.0,39.4,386,http://dbpedia.org/resource/Alstom,mid,mid,mid,mid,low
271,Areva,Diversified_Utilities,France,6.2,12.3,-0.1,39.8,1011,http://dbpedia.org/resource/Areva,low,mid,low,mid,mid
272,Arkema,Diversified_Chemicals,France,6.4,8.4,0.3,7.2,1576,http://dbpedia.org/resource/Arkema,low,low,mid,mid,high
273,Atos,Computer_Services,France,6.4,11.7,0.3,9.3,1346,http://dbpedia.org/resource/Atos,low,mid,mid,mid,high
274,AXA_Group,Diversified_Insurance,France,45.3,147.5,5.3,1005.4,39,http://dbpedia.org/resource/AXA_Group,high,high,high,high,low
275,BNP_Paribas,Major_Banks,France,71.3,126.2,8.6,2504.2,22,http://dbpedia.org/resource/BNP_Paribas,high,high,high,high,low
276,Bouygues,Construction_Services,France,9.4,44.3,0.8,48.1,426,http://dbpedia.org/resource/Bouygues,low,high,mid,mid,low
277,Capgemini,Computer_Services,France,8.1,13.5,0.5,12.6,894,http://dbpedia.org/resource/Capgemini,low,mid,mid,mid,mid
278,Carrefour,Food_Retail,France,19.8,101.3,1.6,59.4,216,http://dbpedia.org/resource/Carrefour,mid,high,mid,mid,low
279,Christian_Dior,Apparel/Accessories,France,32.0,38.6,1.8,69.9,196,http://dbpedia.org/resource/Christian_Dior,mid,high,mid,mid,low
280,CNP_Assurances,Diversified_Insurance,France,9.9,53.2,1.2,466.1,294,http://dbpedia.org/resource/CNP_Assurances,low,high,mid,high,low
281,Danone,Food_Processing,France,43.3,27.5,2.2,38.0,230,http://dbpedia.org/resource/Danone,high,mid,mid,mid,low
282,Dassault_Aviation,Aerospace_&_Defense,France,11.9,5.1,0.7,13.7,967,http://dbpedia.org/resource/Dassault_Aviation,mid,low,mid,mid,mid
283,EDF,Electric_Utilities,France,35.3,95.9,4.4,325.2,74,http://dbpedia.org/resource/EDF,high,high,high,high,low
284,Eiffage,Construction_Services,France,4.1,18.0,0.3,33.8,1030,http://dbpedia.org/resource/Eiffage,low,mid,mid,mid,mid
285,Eurazeo,Investment_Services,France,3.6,5.7,-0.3,17.7,1804,http://dbpedia.org/resource/Eurazeo,low,low,low,mid,high
286,Eutelsat_Communications,Broadcasting_&_Cable,France,8.0,1.5,0.4,6.3,1724,http://dbpedia.org/resource/Eutelsat_Communications,low,low,mid,mid,high
287,France_Telecom,Telecommunications_services,France,29.2,57.4,1.5,113.9,169,http://dbpedia.org/resource/France_Telecom,mid,high,mid,mid,low
288,GDF_Suez,Electric_Utilities,France,45.0,128.0,2.0,268.9,95,http://dbpedia.org/resource/GDF_Suez,high,high,mid,high,low
289,Gecina,Real_Estate,France,7.1,0.9,0.3,14.8,1606,http://dbpedia.org/resource/Gecina,low,low,mid,mid,high
290,Iliad,Computer_Services,France,11.0,4.2,0.2,6.3,1873,http://dbpedia.org/resource/Iliad,mid,low,mid,mid,high
291,Imerys,Construction_Materials,France,5.2,5.1,0.4,6.3,1837,http://dbpedia.org/resource/Imerys,low,low,mid,mid,high
292,Lafarge,Construction_Materials,France,20.3,20.9,0.6,50.5,413,http://dbpedia.org/resource/Lafarge,mid,mid,mid,mid,low
293,LeGrand,Electrical_Equipment,France,12.2,5.9,0.7,8.8,1061,http://dbpedia.org/resource/LeGrand,mid,low,mid,mid,mid
294,Natixis,Major_Banks,France,13.2,19.2,2.2,658.0,253,http://dbpedia.org/resource/Natixis,mid,mid,mid,high,low
295,Pernod_Ricard,Beverages,France,34.5,10.4,1.5,33.5,390,http://dbpedia.org/resource/Pernod_Ricard,high,mid,mid,mid,low
296,Peugeot,Auto_&_Truck_Manufacturers,France,3.0,73.1,-6.6,84.7,876,http://dbpedia.org/resource/Peugeot,low,high,low,mid,mid
297,PPR,Department_Stores,France,29.4,12.8,1.4,32.5,378,http://dbpedia.org/resource/PPR,mid,mid,mid,mid,low
298,Publicis_Groupe,Advertising,France,14.7,8.7,1.0,21.8,615,http://dbpedia.org/resource/Publicis_Groupe,mid,low,mid,mid,low
299,Renault,Auto_&_Truck_Manufacturers,France,20.3,54.4,2.3,98.9,175,http://dbpedia.org/resource/Renault,mid,high,mid,mid,low
300,Rexel,Electronics,France,6.4,17.7,0.4,13.4,939,http://dbpedia.org/resource/Rexel,low,mid,mid,mid,mid
301,Safran,Aerospace_&_Defense,France,19.6,18.0,1.7,30.0,368,http://dbpedia.org/resource/Safran,mid,mid,mid,mid,low
302,Saint-Gobain,Construction_Materials,France,21.6,57.0,1.0,61.0,260,http://dbpedia.org/resource/Saint-Gobain,mid,high,mid,mid,low
303,Sanofi,Pharmaceuticals,France,131.6,46.1,6.6,132.4,72,http://dbpedia.org/resource/Sanofi,high,high,high,mid,low
304,Schneider_Electric,Electrical_Equipment,France,42.2,31.6,2.4,45.4,204,http://dbpedia.org/resource/Schneider_Electric,high,mid,mid,mid,low
305,SCOR,Diversified_Insurance,France,5.8,13.4,0.6,43.0,742,http://dbpedia.org/resource/SCOR,low,mid,mid,mid,low
306,Sodexo,Business_&_Personal_Services,France,14.3,22.9,0.7,15.9,592,http://dbpedia.org/resource/Sodexo,mid,mid,mid,mid,low
307,Technip,Oil_Services_&_Equipment,France,11.8,10.8,0.7,14.9,732,http://dbpedia.org/resource/Technip,mid,mid,mid,mid,low
308,Thales,Aerospace_&_Defense,France,8.8,18.2,0.7,28.2,600,http://dbpedia.org/resource/Thales,low,mid,mid,mid,low
309,Total,Oil_&_Gas_Operations,France,115.5,240.5,14.1,224.1,23,http://dbpedia.org/resource/Total,high,high,high,high,low
310,Unibail-Rodamco,Real_Estate,France,22.2,2.3,1.9,39.0,623,http://dbpedia.org/resource/Unibail-Rodamco,mid,low,mid,mid,low
311,Valeo,Auto_&_Truck_Parts,France,4.3,15.1,0.5,11.8,1131,http://dbpedia.org/resource/Valeo,low,mid,mid,mid,high
312,Vallourec,Other_Industrial_Equipment,France,6.6,7.0,0.3,11.9,1411,http://dbpedia.org/resource/Vallourec,low,low,mid,mid,high
313,Veolia_Environnement,Diversified_Utilities,France,6.8,38.8,0.5,57.2,576,http://dbpedia.org/resource/Veolia_Environnement,low,high,mid,mid,low
314,Vinci,Construction_Services,France,25.4,51.7,2.5,80.9,162,http://dbpedia.org/resource/Vinci,mid,high,mid,mid,low
315,Vivendi,Telecommunications_services,France,27.8,38.3,0.2,76.6,536,http://dbpedia.org/resource/Vivendi,mid,high,mid,mid,low
316,Wendel,Investment_Services,France,5.4,8.6,0.3,18.8,1244,http://dbpedia.org/resource/Wendel,low,low,mid,mid,high
317,Zodiac_Aerospace,Aerospace_&_Defense,France,6.4,4.3,0.4,5.1,1802,http://dbpedia.org/resource/Zodiac_Aerospace,low,low,mid,mid,high
318,Aareal_Bank,Thrifts_&_Mortgage_Finance,Germany,1.4,1.5,0.1,60.3,1668,http://dbpedia.org/resource/Aareal_Bank,low,low,low,mid,high
319,Adidas,Apparel/Accessories,Germany,21.8,19.6,0.7,14.7,570,http://dbpedia.org/resource/Adidas,mid,mid,mid,mid,low
320,Allianz,Diversified_Insurance,Germany,66.4,140.3,6.8,915.8,25,http://dbpedia.org/resource/Allianz,high,high,high,high,low
321,Aurubis,Diversified_Metals_&_Mining,Germany,3.1,17.7,0.5,6.3,1320,http://dbpedia.org/resource/Aurubis,low,mid,mid,mid,high
322,BASF,Diversified_Chemicals,Germany,90.1,103.9,6.4,83.5,69,http://dbpedia.org/resource/BASF,high,high,high,mid,low
323,Bayer,Diversified_Chemicals,Germany,84.9,52.5,3.2,65.6,120,http://dbpedia.org/resource/Bayer,high,high,high,mid,low
324,BayWa,Specialty_Stores,Germany,1.7,13.5,0.1,5.9,1875,http://dbpedia.org/resource/BayWa,low,mid,low,mid,high
325,Beiersdorf,Household/Personal_Care,Germany,20.8,8.0,0.6,7.2,930,http://dbpedia.org/resource/Beiersdorf,mid,low,mid,mid,mid
326,Bilfinger,Construction_Services,Germany,4.9,11.2,0.4,8.8,1410,http://dbpedia.org/resource/Bilfinger,low,mid,mid,mid,high
327,BMW_Group,Auto_&_Truck_Manufacturers,Germany,60.0,98.8,6.6,165.5,55,http://dbpedia.org/resource/BMW_Group,high,high,high,mid,low
328,Brenntag,Specialized_Chemicals,Germany,7.7,12.5,0.4,7.5,1132,http://dbpedia.org/resource/Brenntag,low,mid,mid,mid,high
329,Celesio,Healthcare_Services,Germany,3.2,28.6,-0.2,10.5,1441,http://dbpedia.org/resource/Celesio,low,mid,low,mid,high
330,Commerzbank,Major_Banks,Germany,9.2,25.5,0.0,838.3,654,http://dbpedia.org/resource/Commerzbank,low,mid,low,high,low
331,Continental,Auto_&_Truck_Parts,Germany,25.3,43.2,2.5,35.2,235,http://dbpedia.org/resource/Continental,mid,high,mid,mid,low
332,Daimler,Auto_&_Truck_Manufacturers,Germany,64.1,150.8,8.0,211.9,36,http://dbpedia.org/resource/Daimler,high,high,high,high,low
333,Deutsche_Bank,Major_Banks,Germany,41.3,55.0,0.4,2652.6,301,http://dbpedia.org/resource/Deutsche_Bank,high,high,mid,high,low
334,Deutsche_Boerse,Investment_Services,Germany,12.5,2.8,0.8,285.5,684,http://dbpedia.org/resource/Deutsche_Boerse,mid,low,mid,high,low
335,Deutsche_Lufthansa,Airline,Germany,9.7,39.7,1.3,37.5,403,http://dbpedia.org/resource/Deutsche_Lufthansa,low,high,mid,mid,low
336,Deutsche_Post,Air_Courier,Germany,29.4,73.2,2.2,45.0,190,http://dbpedia.org/resource/Deutsche_Post,mid,high,mid,mid,low
337,Deutsche_Telekom,Telecommunications_services,Germany,48.4,76.7,-6.9,136.1,433,http://dbpedia.org/resource/Deutsche_Telekom,high,high,low,mid,low
338,DVB_Bank,Regional_Banks,Germany,1.5,1.5,0.2,31.4,1880,http://dbpedia.org/resource/DVB_Bank,low,low,mid,mid,high
339,E.ON,Electric_Utilities,Germany,32.5,174.2,2.9,184.9,99,http://dbpedia.org/resource/E.ON,mid,high,high,high,low
340,Fraport,Other_Transportation,Germany,5.2,3.1,0.3,12.7,1921,http://dbpedia.org/resource/Fraport,low,low,mid,mid,high
341,Fresenius,Medical_Equipment_&_Supplies,Germany,22.1,24.8,1.2,40.5,329,http://dbpedia.org/resource/Fresenius,mid,mid,mid,mid,low
342,GEA_Group,Conglomerates,Germany,6.6,7.4,0.4,8.5,1388,http://dbpedia.org/resource/GEA_Group,low,low,mid,mid,high
343,HeidelbergCement,Construction_Materials,Germany,13.9,18.0,0.4,37.0,595,http://dbpedia.org/resource/HeidelbergCement,mid,mid,mid,mid,low
344,Henkel,Household/Personal_Care,Germany,37.3,21.8,2.0,25.0,317,http://dbpedia.org/resource/Henkel,high,mid,mid,mid,low
345,Hugo_Boss,Apparel/Accessories,Germany,7.7,3.0,0.4,2.1,1782,http://dbpedia.org/resource/Hugo_Boss,low,low,mid,mid,high
346,Infineon_Technologies,Semiconductors,Germany,9.3,5.0,0.5,7.2,1334,http://dbpedia.org/resource/Infineon_Technologies,low,low,mid,mid,high
